species,ideal_time_window,rank,composite_score,snr,correlation,cv,dynamic_range,smoothness
S. flexneri,12.95 to 13.05,1,0.7083202380837215,11.098292847804741,0.44055944055944063,0.1813585089156234,1.1667068171191075,0.5596406267670252
S. flexneri,11.85 to 11.95,2,0.6548745770110364,10.106999753743922,0.4055944055944056,0.1981021581427104,1.181345244485601,0.5630995872582313
S. flexneri,10.75 to 10.85,3,0.6448934504892007,9.737510734309229,0.4055944055944056,0.20013137321795124,1.1738215322017431,0.5788536424845939
